site,user,Title,id,device_class,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,serial_no,serial_number,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,local_password,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,ram,purchase_price,purchase_supplier,username_password_description,physical_cloud,server_host_name,teamvieiwer_password,server_others,description,av_installed
1389,1986,"router for 1352 with Asset ID:",2690,router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,Jester01,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"router for 1352 with Asset ID:",2691,router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIMAC,b4689a53ec,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"router for 1352 with Asset ID:",2692,router,,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,A6HJF9J7,,,N/A,N/A,,,,,,,,,,,,,,
1385,1929,"laptop-windows for 1348 with Asset ID:",2693,laptop-windows,REDWIN10-001,HP,"250 G6","1WY59EA#ABU / CND74775KP",2,,,,622713458,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Red01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Red01#t,,,"Veritza Weise",Crunchie5372,,,local,"Local Device Account",,,,sslocal,,,,,,,,,,
1385,1928,"laptop-windows for 1348 with Asset ID:",2694,laptop-windows,REDWIN10-002,HP,"250 G6","1WY59EA#ABU / CND74774SD",2,,,,625267785,,C10E7B3E-7082-4998-BCC0-C9BB416C49DE,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Red01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Red01#t,,,"David Airs",Yorkie8294,,,local,"Local Device Account",,,,sslocal,,,,,,,,,,
1385,1930,"laptop-windows for 1348 with Asset ID:",2695,laptop-windows,REDWIN10-003,Dell,"Inspiron 13-5378",1BMLLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,"Windows 10 Pro",,,,,Yes,,,,,,,,,,Thoma,421303,,,local,"Local Device Account",,,,,,,,,,,,,,
1385,1931,"laptop-windows for 1348 with Asset ID:",2696,laptop-windows,REDWIN10-004,Dell,"Inspiron 13-5378","251HSJ2 / 4658405294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,local,"Local Device Account",,,,,,,,,,,,,,
1389,1986,"access-point for 1352 with Asset ID:",2697,access-point,,,,,,192.168.0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Sugu5152*,,,N/A,N/A,,,,,,,,,,,,,,
1389,1986,"access-point for 1352 with Asset ID:",2698,access-point,,,,,,192.168.0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Sugu5153*,,,N/A,N/A,,,,,,,,,,,,,,
1390,1987,"workstation-windows for 1353 with Asset ID:",2699,workstation-windows,TRIMAC03,,,,,192.168.1.6,,,511679896,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Y,,,,,,,Jester01,,,"Jo Dance",Sun4shine,,,Local,"Local Device Account",,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2700,laptop-mac,AnnaRigby.local,Apple,"iMac17,1",C02SN12DGG7J,,192.168.40.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.4 - 64-bit",,,,,,,,"Apr 27, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2701,workstation-mac,Claires-Mac-mini.local,Apple,,,,192.168.40.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.1 - 32-bit",,,,,,,,"Jul 04, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2702,laptop-mac,Campfires-Air,Apple,"MacBookAir7,2",C02P9HWSG941,,192.168.40.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.4 - 64-bit",,,,,,,,"Jul 05, 2018",,,,,,,,,,,,,,,,,4096,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2703,laptop-mac,Pauls-MacBook-Air-3.local,Apple,"MacBookAir7,2",C1MSRLYAH3QD,,192.168.40.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.3 - 64-bit",,,,,,,,"Apr 23, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2704,workstation-mac,Jesss-iMac.local,Apple,"iMac17,1",DGKRQ04CGG7J,,192.168.40.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.5 - 64-bit",,,,,,,,"Jun 18, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2705,workstation-mac,Pauls-iMac.local,Apple,"iMac17,1",C02SW2LYGG7J,,192.168.40.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.3 - 64-bit",,,,,,,,"Apr 04, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2706,workstation-mac,Pauls-Mini-4,Apple,"Macmini7,1",C07SY3TWG1HW,,192.168.40.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.3 - 64-bit",,,,,,,,"Apr 11, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2707,workstation-mac,Keiths-iMac.local,Apple,"iMac18,3",C02V20TKJ1GG,,192.168.40.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.5 - 64-bit",,,,,,,,"Jun 13, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2708,laptop-mac,Pauls-MBP,Apple,"MacBookPro12,1",C02S1881FVH5,,192.168.40.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.5 - 64-bit",,,,,,,,"Jun 15, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2709,laptop-mac,Alisons-MacBook-Air.local,Apple,"MacBookAir7,2",FVFTN48BJ1WK,,192.168.40.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.5 - 64-bit",,,,,,,,"Jun 13, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2710,laptop-mac,Campfires-MacBook-Pro.local,Apple,"MacBookPro12,1",C02QG2Q9FVH5,,192.168.40.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.5 - 64-bit",,,,,,,,"Jun 26, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2711,workstation-mac,Pauls-Mac-mini.local,Apple,"Macmini7,1",C07V52T1G1HW,,192.168.40.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac OS X version 10.13.4 - 64-bit",,,,,,,,"Jun 08, 2018",,,,,,,,,,,,,,,,,8192,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2712,laptop-mac,Pauls-MacBook-Air.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"for 1327 with Asset ID:",2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2714,workstation-mac,Campfires-Mac-mini.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1839,"for 1327 with Asset ID:",2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2716,workstation-mac,Campfires-Mac-mini.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"for 1327 with Asset ID:",2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2718,laptop-mac,Sians-Campfire-Mac.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"for 1327 with Asset ID:",2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2720,laptop-mac,Pauls-MacBook-Air-4.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2721,laptop-mac,Jos-MacBook-Air.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"workstation-mac for 1327 with Asset ID:",2722,workstation-mac,Pauls-Mac-mini.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2723,laptop-mac,Pauls-MacBook-Air-4.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,"laptop-mac for 1327 with Asset ID:",2724,laptop-mac,Pauls-MacBook-Air-6.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1825,"workstation-windows for 1327 with Asset ID:",2725,workstation-windows,CMPWIN10-002,Dell,"Vostro 3559",FBQRFC2,,,,,135143640,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Cmp01#l,"Windows 10 Pro",,,,,Y,,,"Jun 11, 2018",,,,@Jester01,,,Angel,,,,Local,"Local Device Account",,,,sslocal,8192,,,,,,,,,
1365,1825,"laptop-windows for 1327 with Asset ID:",2726,laptop-windows,CMPWIN10-001,Dell,"Precision Tower 3420",388W1H2,,,,,183799477,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Cmp01#l,"Windows 10 Pro",,,,,Y,,,,,,,Jester01,,,Angel,,,,Local,"Local Device Account",,,,sslocal,16384,,,,,,,,,
1365,1839,"storage for 1327 with Asset ID:",2727,storage,,Synology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,@Jester01#ca,,,Local,"Local Device Account",,,,,,,,,,,,,,
1365,1839,"access-point for 1327 with Asset ID:",2728,access-point,"AP1 - Creative",Openmesh,,,,192.168.1.135,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,"SSID = Campfire Guest
 SSID = Campfire Secure","Burnburn
 Reboot2014",,,,,,,,,,,,,,,,,,
1365,1839,"access-point for 1327 with Asset ID:",2729,access-point,"AP2 - Client Services",Openmesh,,,,192.168.1.141,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1839,"printer for 1327 with Asset ID:",2730,printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1839,"printer for 1327 with Asset ID:",2731,printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1839,"printer for 1327 with Asset ID:",2732,printer,,,,,,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrator,admin,,,,,,,,,,,,,,,,,,
1365,1839,"switch for 1327 with Asset ID:",2733,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1839,"firewall for 1327 with Asset ID:",2734,firewall,18B1695CE86C,Dell,Sonicwall,,,,,,,,,Yes,#########,,,213.120.217.82,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Jester01#a,,,,,,No,,,,,,,,,,,,,,,,,,,admin,,,,,,,,,,
1365,1839,"storage for 1327 with Asset ID:",2735,storage,,Synology,,,,https://portal.weareselect.uk/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,@Jester01#a,,,Local,"Local Device Account",,,,,,,,,,,,,,
1365,1839,"storage for 1327 with Asset ID:",2736,storage,,Synology,,,,192.168.66.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,@Jester01#a,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,,"printer for 1346 with Asset ID: NA",3060,printer,NA,Brother,MFC-L8650CDW,NA,,172.16.55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,NA,,,,poseidon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,3297,"laptop-mac for 1346 with Asset ID: N/A",3299,laptop-mac,"Laura MacBook pro","Apple Computer, Inc.","MacBookPro8,1",C02H5095DV16,,,,,"497 004 233",,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,poseidon,"Yosemite 10.10.5",,,,,,,,,,,,,,,,U33ell~~,,,,,,,,oomph,8GB,,,,,,,,,
1385,3301,"laptop-windows for 1348 with Asset ID: N/A",3303,laptop-windows,N/A,Dell,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,Robert,Oscardog1,,,,,,,,,,,,,,,,,,
1383,1913,"workstation-mac for 1346 with Asset ID: na",3305,workstation-mac,"Nikki - Imac","Apple Computer inc","iMac9,1 (Early 2009)",W8903C650TF,,172.16.55.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,na,,,,,"Yosemite 10.11.5",,,,,,,,,,,,,,,,,,,,,,,,,"8GB DDR 3",,,,,,,,,
1247,1964,"server for 34 with Asset ID: n/a",3309,server,pluto.weareselect.uk,None,None,None,,,,,,,,,,,,212.48.71.168,,,,,,,,,,,,,,,,,,,Active,,,,,,,n/a,,,,,"CLOUDLINUX 7.5 kvm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,1926,"laptop-windows for 1359 with Asset ID: 409",3311,laptop-windows,READWIN10-014,HP,"G6 250",CND8155CK1,2|,N/A,,,No,No|,No,,,,,N/A,,,,,,10AM,11PM,12PM,3PM,,,,No,No,,,,,Active,,,,,,,409,,1WY59EA,,@Read01#l,"Windows 10 Pro",,,,,,,,,,,,No,,200718AWR4G,Vicky,Fudge9184,B00k26!,,,,,No,,sslocal,8GB,"£543.00 ex VAT",,,,,,,,Yes
1247,1964,"server for 34 with Asset ID: n/a",3315,server,krypton.weareselect.uk,VPS,VPS,NA,,46.32.255.168,,,,,,,,,,46.32.255.168,,,,,,,,,,,,,,,,,,,Active,,,,,,,n/a,,,,,"CLOUDLINUX 7.5 kvm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1961,"workstation-windows for 34 with Asset ID: 209",3861,workstation-windows,WASWIN10-001,"Hewlett Packard","HP Pro 3500 Series",CZC242D3W1,,N/A,,,N/A,N/A|,N/A,,,,,N/A,,,,,,"10:00 am","11:00 am","12:00 pm","1:00 pm",,,,N/A,N/A,,,,,Active,,,,,,,209,,CZC242D3W1,,@Was01#l,"Windows 10 Pro",,,,,,,,,,N/A,,N/A,,N/A,,,,,,,,,,ssadmin,"4GB DDR3",N/A,,,,,,,,Yes
1388,1954,"workstation-windows for 1351 with Asset ID: 262",3885,workstation-windows,STSWIN10-002,Dell,"OptiPlex 5040",5PZHRH2,,N/A,,,N/A,N/A|,N/A,,,,,N/A,,,,,,"12:00 am","1:00 am","2:00 am","3:00 am",,,,No,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday",,,,,Active,,,,,,,262,,N/A,,@Jester01#l,"Windows 10 Pro",,,,,,,,,,N/A,,N/A,,N/A,Lee,Christina0936,N/A,,,,,,,sslocal,"4GB DDR4",N/A,,,,,,,,Yes
1369,1806,"laptop-mac for 1331 with Asset ID: N/A",3893,laptop-mac,"Nathans MacBook",Apple,"MacBook Pro 2018",N/A,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,C02X36RSJHD3,,@Adi01#l,"macOS High Sierra",,,,,,,,,,,,,,,,,Adroit1932,,,,,,,sslocal,"16GB DDR4",,,,,,,,,
1363,3913,"workstation-windows for 1359 with Asset ID: 220",3915,workstation-windows,READWIN10-015,HP,"Pro 3500 series",N/A,,N/A,,,N/A,N/A|,N/A,,,,,N/A,,,,,,"10:00 am","11:00 am","12:00 pm","3:00 pm",,,,N/A,N/A,,,,,Active,,,,,,,220,,,,@Read01#l,"Windows 10 Pro",,,,,,,,,,N/A,,N/A,,"Old DMS machine, re-purposed",ReadforGood,Reading26!,No,,,,,,,sslocal,"4GB DDR3",N/A,,,,,,,,Yes
1388,1954,"laptop-windows for 1351 with Asset ID: 411",3923,laptop-windows,OPEXWIN10-001,Dell,"Latitude 5490",9C0T0N2,2|,N/A,,,No,No|,639133-121330-009339-421113-596475-136851-415514-176418,,,,,N/A,,,,,,"12:00 am","1:00 am","2:00 am","3:00 am",,,,No,No,,,,,Active,,,,,,,411,,,,@Opex01#l,"Windows 10 Pro",,,,,,,,,,,,No,,01082018ETOP,"Lee Hallett",Christina0936,No,,,,,No,,sslocal,"8 GB DDR4","699 Ex Vat",,,,,,,,Yes
1365,1823,"workstation-mac for 1327 with Asset ID: 436",3931,workstation-mac,0436-macbook-pro,Apple,A1419,DGKRQ04CGG7J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,436,,DGKRQ04CGG7J,,@Jester01#a,,,,,,,,,,,,,,,,,,,,,,,,,sslocal,,,,,,,,,,
1247,1964,"server for 34 with Asset ID: 8",3938,server,WAS2K16-HOST01,Dell,"Poweredge R730XD",5Z50VB2,,192.168.66.15,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,8,,,,@Was01#l,"Windows Server 2016 Standard",,,,,,,,,,,,N/A,,270718AWWAS,,,,,,,,,,Administrator,,"£3,250",,,,,,,,
1380,1897,"laptop-windows for 1342 with Asset ID: N/A",4100,laptop-windows,LizCornwell-PC,Dell,"XPS13 9333",CRGNY22,,N/,,,N/A,N/A|,N/A,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,@Lca01#l,"Windows 10 Pro",,,,,,,,,,,,N/A,,N/A,"Liz Cornwell",N/A,,,,,,N/A,,sslocal,"8GB DDR3",N/A,,,,,,,,
4106,1954,"workstation-windows for 1351 with Asset ID: N/A",4108,workstation-windows,DESKTOP_DUHN0KB,HP,24-a205na,00330-80006-73200-AA305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,Hallett,spratti007,,,,,,,,,,,,,,,,,,
1383,1912,"storage for 1346 with Asset ID: N/A",4120,storage,THOR,Synology,DS411J,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,poseidon,"DSM 3.1",,,,,,,,,,,,,,,,,,,,,,,,admin,,,,,,,,,,
1379,1893,"server for 1326 with Asset ID:",4125,windows-workstation,KUBEWIN10-005,"Hyper V","VIRTUAL MACHINE",2847-6070-1678-3194-6302-3808-80,,192.168.66.5,,,,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY",MANUAL,,,,,,,,,,Active,,,,,,,,,00330-80000-00000-AA200,,@Kube01#l,"Microsoft Windows 10 Pro",,,,,,,,,,,,,,,Cryotouch,#Cryo01L,,,,,,,,sslocal,,,,,,,,,,YES
1374,1880,"server for 1336 with Asset ID: N/A",4215,server,192.168.0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1986,"peripheral for 1352 with Asset ID: Pauls CCTV Home",4217,peripheral,"Pauls CCTV Home","Digi Guard",N/A,N/A,,https://portal.weareselect.uk/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,"Pauls CCTV Home",,,,Broadacre,,,,,,,,,,,,,,,,,,,,,,,,,Rob,,,,,,,,,,
1389,1986,"peripheral for 1352 with asset ID: TMS Work CCTV",4219,peripheral,"TMS Work CCTV",N/A,N/A,N/A,,"http:\\cctv.thamesdown.co.uk:8889\",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,"TMS Work CCTV",,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,admin,,,,,,,,,,
1365,1836,"laptop-mac for 1327 with Asset ID: 451",4233,laptop-mac,0451-clare-povey-macbook-air,"Apple Inc","Macbook Air",na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,451,,FVHX4R4JJ1WK,,@Cmp01#l,,,,,,,,,,,,,,,,,,,,,,,,,sslocal,,,,,,,,,,
4106,4395,"laptop-windows for 1351 with Asset ID: N/A",4265,laptop-windows,NATWIN10-001,HP,Pavilion,5CD3526XWM,1.2|,,,,N/A,N/A|,N/A,,,,,,,,,,,,,,,,,,No,,,,,,Active,,,,,,,N/A,,5CD3526XWM,,@Nat01#l,"Windows 10 Pro",,,,,,,,,,,,N/A,,,Collette,LEESHome,,,,,,N/A,,sslocal,"8 GB",,,,,,,,,
1247,1963,"laptop-windows for 34 with Asset ID: 666",4275,laptop-windows,WASWIN10-003,Dell,"Latitude 5490",5B4KNQ2,2|,,,,N/A,N/A|,N/A,,,,,,,,,,,"10:00 am","11:00 am","12:00 pm","4:00 pm",,,,No,No,,,,,Active,,,,,,,666,,,,@Was01#l,"Windows 10 Pro",,,,,,,,,,,,N/A,,,N/A,N/A,N/A,,,,,N/A,,sslocal,"8 GB DDR4",£699,,,,,,,,Yes
1373,1844,"workstation-windows for 1335 with Asset ID: 412",4281,workstation-windows,CKWIN10-004,Dell,"OptiPlex 7050",5TVC8P2,,,,,N/A,N/A|,N/A,,,,,,,,,,,10AM,11AM,12PM,4PM,,,,No,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,,,Active,,,,,,,412,,N/A,,@Ck01#l,"Windows 10 Pro",,,,,,,,,,,,N/A,,AW13092018CK,Janet,Twirl1941,N/A,,,,,,,sslocal,,£660,,,,,,,,Yes
1363,4283,"laptop-windows for 1359 with Asset ID: 413",4285,laptop-windows,READWIN10-016,HP,"250 G6",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,413,,,,@Read01#l,"Windows 10 Pro",,,,,,,,,,,,,,,Jane,Rolo9511,B00k26!,,,,,,,sslocal,,,,,,,,,,
1379,,"workstation-windows for 1326 with Asset ID: 415",4311,workstation-windows,KUBEWIN10-006,DELL,"OptiPlex 780",2MVX05J,,192.168.86.64,,,,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Active,,,,,,,415,,00326-03509-32540-AAOEM,,,"Microsoft Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES
1379,,"workstation-windows for 1326 with Asset ID: 414",4313,workstation-windows,KUBEWIN10-001,DELL,"OptiPlex 380",9MJGP4J,,192.168.66.63,,,,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Active,,,,,,,414,,00326-03518-80584-AAOEM,,,"Microsoft Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES
1247,1964,"server for 34 with Asset ID: N/A",4321,server,WAS-NMC-REP,"Windows Hyper-V",N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,@Was01#l,"Windows server 2016 STD",,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,Administrator,,,,,,,,,,
1247,1964,"workstation-windows for 34 with Asset ID: N/A",4325,workstation-windows,WAS-NFR,Windows,"Hyper V",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,4407,"laptop-windows for 4363 with Asset ID: 419",4409,laptop-windows,OPERWIN10-001,Dell,"Vostro 15",1DF63L2,2|,N/A,,,,,,,,,,N/A,,,,,,"10:00 am","11:00 am","12:00 pm","4:00 pm",,,,No,No,,,,,Active,,,,,,,419,,,,@Oper01#l,"Windows 10 Pro",,,,,,,,,,,,,,,"Karolina Nichols",Pokrok2018,,,,,,,,sslocal,"4GB DDR4",,,,,,,,,Yes
