"Post Type",id,Title,Content,client,site,user,user_display,device_class,netbios_name,manufacturer,model,service_tag_serial_number,type,asset_id,asset_status,lan_ip,local_admin_username,local_admin_password,local_username,local_password,teamviewer_id,teamviewer_password,ex05_licence,ex05_recovery_key,vpn_server,vpn_domain,bios_password,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,av_installed,AV_Profile_Desktops,patch_installed,3rd_Party_Patching,patch_profile_desktops,msp_backup_schedule,local_speed_vault_unc,days,cpu,storage,ram,os_version,purchase_order_no,purchase_date,warranty_description,warranty_reference,purchase_price,purchase_supplier,warranty_expiry,warrranty_registration,wan_ip,local_speed_vault,guru_backup_schedule,guru_backup_manager,guru_patch_manager,guru_security_manager,guru_remote,agent_type,guru_agent,net_extender_domain,net_extender_vpn_url,cgss_expiry,cgss_subscription,username,admin_url,tpm_chip,_wp_old_slug,archiving,file_and_folder,system_state,exchange,ms_sql,netork_shares,date_purchased,hyper_v,vmware,vdr_select,serial_no,serial_number,asset_date_purchased,password,ex05_license,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,mac_address,screen_saver_password,asset_domain,account_type,encryption_delopyed,ex05_pin,boot_Sectory_lock_password_exo5,server_type,filewault_recovery_key,nmc_license_type,pro_license,el_3rd_party_patching,av_full_scan,ex05_recovery_pin,patch_profile_desktop,ssh_username,whm_admin,ssh_port,ssh_password,av_profile_laptop,patch_profile_laptop,server_purpose,in_a_cluser,ns1,ns2,ns3,ns4,host_name,backup_source,unique_id,_wp_page_template,in_a_cluster,av_profile_laptops,patch_profile_Laptops,filevault_recovery_key
assets,2591,"laptop-windows for 1359 with Asset ID: 277",,1359,1363,1925,1925,laptop-windows,READWIN10-005,,,,,277,Live,,ssadmin,Jester01,"Jo Dury Readathon","GothicNovel Reading26!",607127687,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-26,,,,,,,,,,,,,,,,,Yes,,,,,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,233,default,,,,
assets,2592,"laptop-windows for 1359 with Asset ID: 287",,1359,1363,1927,1927,laptop-windows,READWIN10-011,,,,,287,Live,,sslocal,@Read01#l,"Read For Good",Reading26!,765951401,,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-27,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,234,default,,,,
assets,2593,"laptop-windows for 1359 with Asset ID:",,1359,1363,1920,1920,laptop-windows,READWIN10-008,,,,,,Live,,ss_admin,Jester01,Heidi.Perry,Thursday2017,132812674,Jester01,,,,,B00k26!,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-28,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,235,default,,,,
assets,2594,"laptop-windows for  with Asset ID:",,,,,,laptop-windows,READWIN10-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,default,,,,
assets,2595,"printer for 1359 with Asset ID:",,1359,1363,1927,1927,printer,,,,,,,Live,192.168.1.115,,,Administrator,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-14,,,,,,,,,,,,,,,,"Scans go to folder on Marian PC, Google folder","tbc - Currently NOT",,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,237,default,,,,
assets,2596,"router for 1359 with Asset ID:",,1359,1363,1927,1927,router,,,,,,,,192.168.1.254,,,admin,R34d4th0n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,router-with-asset-id-4,,,,,,,,,,,,,,,,,No,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,238,default,,,,
assets,2597,"router for 1359 with Asset ID:",,1359,1363,1927,1927,router,,,,,,,Live,192.168.1.254,,,admin,R34d4th0n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,router-with-asset-id-5,,,,,,,,,,,,,,,,,No,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,239,default,,,,
assets,2598,"access-point for 1359 with Asset ID:",,1359,1363,1927,1927,access-point,,Openmesh,,,,,,,,,"Main Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,access-point-with-asset-id-11,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,240,default,,,,
assets,2599,"laptop-windows for 1359 with Asset ID: 264",,1359,1363,1919,1919,laptop-windows,READWIN10-009,,,,,264,Live,,sslocal,@Read01#l,"Cherry
 ReadForGood","Mars6384
 Reading26!",319277455,@Read01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-264,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,241,default,,,,
assets,2600,"laptop-windows for 1359 with Asset ID: 265",,1359,1363,1924,1924,laptop-windows,READWIN10-010,,,,,265,Live,,sslocal,@Read01#l,"Annie
 ReadForGood","Flump7462
 Reading26!",320302619,@Read01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-265,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,242,default,,,,
assets,2601,"laptop-windows for 1349 with Asset ID:",,1349,1386,1949,1949,laptop-windows,LENOVO-PC,,,,,,Active,,,Y,??,Heathrow15,190897858,@Jester01#VIP,,,,,,,,,,,,,,,,,,,,,"Windows 8.1",,,,,,,,,,,,,,,,Proffessional,,,,,,,,NO,laptop-windows-with-asset-id-30,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,243,default,,,,
assets,2602,"workstation-windows for 1349 with Asset ID:",,1349,1386,1946,1946,workstation-windows,VIPWIN10-001,,,,,,Live,,sslocal,@Vip01#l,"RunwayVIP
 Helen Jenner","Welcome02
 Dubai16",629310134,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,"Trusted Module 2",workstation-windows-with-asset-id-56,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,244,default,,,,
assets,2603,"workstation-windows for 1349 with Asset ID:",,1349,1386,1947,1947,workstation-windows,VIPWIN10-002,,,,,,Live,,sslocal,@Vip01#l,"Amy Evans
 Jade Cripps
 Finance
 RWVIP-10
 Sarah","TBA
 7163
 RWV1PF1.
 TPI.MyESL.238
 Tuesday16",931601627,Topcast238.,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,"Trusted Module 2",workstation-windows-with-asset-id-57,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,245,default,,,,
assets,2604,"laptop-windows for 1349 with Asset ID:",,1349,1386,1948,1948,laptop-windows,VIPWIN10-003,,,,,,Live,,sslocal,@Vip01#l,Owner,Heathrow2007LHR,192145930,@Jester01#VIP,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,NO,laptop-windows-with-asset-id-31,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,246,default,,,,
assets,2605,"laptop-windows for 1349 with Asset ID:",,1349,1386,1944,1944,laptop-windows,VIPWIN10-005,,,,,,Lost,,ssadmin,@Jester01,"Matt Holloway",Bogo1742,192069763,@Jester01#VIP,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,"AMD PSP Module 1",laptop-windows-with-asset-id-32,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,247,default,,,,
assets,2606,"laptop-windows for 1349 with Asset ID: 275",,1349,1386,1945,1945,laptop-windows,VIPWIN10-010,,,,,275,Live,,,,"Carl Rawcliffe",Norbert1,,,,409904-573034-612051-368060-405603-521620-243584-382866,,,NA,,,,,,,,,,,,,,,,"Window 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-275,,,,,,,,,,,,,,,,,Yes,,,,,No,,"Active Directory Azure AD Sync",Yes,1802414075,,,,,,,,,,,,,,,,,,,,,,,,248,default,,,,
assets,2607,"firewall for 1349 with Asset ID:",,1349,1386,1949,1949,firewall,,,,,,,Noo,192.168.1.1,,,Topcast238.,Topcast238.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-9,,,,,,,,,,,,,,,,,No,,,,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,249,default,,,,
assets,2608,"laptop-windows for 1349 with Asset ID:",,1349,1386,1943,1943,laptop-windows,VIPWIN10-009,,,,,,Live,,sslocal,@Vip01#l,"Dean Greenwood",166478,223183922,@Vip01#t,,308704-040986-257554-106975-381909-704913-555247-226875,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-33,,,,,,,,,,,,,,,,,Yes,,,,,,,"Active Directory Azure AD Sync",,8059439879,,,,,,,,,,,,,,,,,,,,,,,,250,default,,,,
assets,2609,"laptop-windows for 1350 with Asset ID:",,1350,1387,1950,1950,laptop-windows,SALWIN10-003,Dell,"Latitude 5480",J5VJVF2,,,Live,,sslocal,@Sal01#l,"Sarah Salisbury",Rolo1873,559301499,@Sal01#t,,253836-174097-261514-572374-083721-447733-505098-142725,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-385,,,,,,,,,,,,,,,,,,,,,,,Local,"Local Device Account",,9719186379,,,,,,,,,,,,,,,,,,,,,,,,251,default,,,,
assets,2610,"server for 1351 with Asset ID:",,1351,1388,1959,1959,server,STS2K16-TAID,,,,,,Live,,ss_admin,@Jester01#a,,"@Jester01#a Sergh1782",,,,,N/A,,,,,,,,,,,,,,,,,,"Windows Server 2016 Standard",,,,,,,,,,,,,,,,Proffessional,,,,,,,,N/A,server-with-asset-id-30,,,,,,,,,,,,,,,,N/A,No,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,252,default,,,,
assets,2611,"workstation-windows for 1351 with Asset ID:",,1351,1388,1955,1955,workstation-windows,STSWIN10-001,,,,,,Live,,sslocal,@sts01#l,"Ryan Gower",Thursday2017,134650955,Tuko8523*,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-263,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,253,default,,,,
assets,2612,"workstation-windows for 1351 with Asset ID:",,1351,1388,1956,1956,workstation-windows,STSWIN10-003,,,,,,Live,,sslocal,@Jester01#a,"Lisa Pryke",Dell123,140919150,Jogi1951*,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-261,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,254,default,,,,
assets,2613,"workstation-windows for 1351 with Asset ID:",,1351,1388,1959,1959,workstation-windows,STSWIN10-004,Dell,"OptiPlex 3050",C6W46K2,,,Live,,sslocal,@Sts01#l,"Helen Karolina","Crunchie8409 Pokrok2018",156520802,@Sts01#t,No|,No,,,,"12:00 am","1:00 am","2:00 am","3:00 am",Yes,,Yes,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-241,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,No,,,Yes,,,,,,,,,,,,,,,255,default,,,,
assets,2614,"workstation-windows for 1351 with Asset ID:",,1351,1388,1958,1958,workstation-windows,STSWIN10-005,,,,,,Live,,sslocal,@Sts01#l,Bernie,Loxo3251,,,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-242,,,,,,,,,,,,,,,,,Yes,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,256,default,,,,
assets,2615,"workstation-windows for 1351 with Asset ID:",,1351,1388,1958,1958,workstation-windows,STSWIN10-006,,,,,,Live,,sslocal,@Sts01#l,Bernie,Loxo3251,159249638,@Sts01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,None,,,,,,,,,workstation-windows-with-asset-id-243,,,,,,,,,,,,,,,,,No,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,257,default,,,,
assets,2616,"workstation-windows for 1351 with Asset ID:",,1351,1388,1957,1957,workstation-windows,STSWIN10-007,Dell,OptiPlex3050,6M2Y8M2,,,Live,,sslocal,@Sts01#l,Jane,Mars1111,667312405,@Sts01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-391,,,,,,,,,,,,,,,,,yES,,,,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,258,default,,,,
assets,2617,"laptop-windows for 34 with Asset ID:",,34,1247,1960,1960,laptop-windows,SSWIN10-010,,,JDRY5H2,,,Live,,sslocal,@Ss01#l,,,153758381,@Ss01#t,,211662-545127-284284-612436-447964-321321-232683-650892,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-1,,,,,,,,,,,,,,,,,,,,,,,ss.local,"Active Directory on-premise only",,8102552259,,,,,,,,,,,,,,,,,,,,,,,,259,default,,,,
assets,2618,"laptop-windows for 34 with Asset ID:",,34,1247,1962,1962,laptop-windows,SSWIN10-007,,,,,,Live,,,,,,,,,481184-504482-542014-384384-200904-336831-507738-589941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-34,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,default,,,,
assets,2619,"workstation-windows for 34 with Asset ID:",,34,1247,1964,1964,workstation-windows,SSWIN10-009,,,,,,Live,,sslocal,@Ss01#l,,,878358525,@Ss01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-58,,,,,,,,,,,,,,,,,Yes,,,,,,ss.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,261,default,,,,
assets,2620,"workstation-windows for 34 with Asset ID:",,34,1247,1960,1960,workstation-windows,SSWIN10-011,,,FPM4NK2,,,Live,,sslocal,@Ss01#l,,,154178452,@Ss01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-2-2,,,,,,,,,,,,,,,,,,,,,,,ss.local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,262,default,,,,
assets,2621,"workstation-windows for 34 with Asset ID:",,34,1247,1961,1961,workstation-windows,SSWIN10-015,,,,,,Live,,sslocal,@SS01#l,,,739156924,@ss01#t,,,,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,N/A,,,,,Proffessional,,,,N/A,,,,,workstation-windows-with-asset-id-59,,,,,,,,,,,,,,,,,Yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,263,default,,,,
assets,2622,"access-point for 34 with Asset ID:",,34,1247,1964,1964,access-point,"We Are Select",Openmesh,,,,,Live,192.168.66.105,,,"SSID = We Are Select
 SSID = We Are Select_Guest","@Jester01#w Fr33w1f1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-12,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,default,,,,
assets,2623,"firewall for 34 with Asset ID:",,34,1247,1964,1964,firewall,0017C543FA90,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#########,,,,,firewall-with-asset-id-10,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,default,,,,
assets,2624,"firewall for 34 with Asset ID:",,34,1247,1964,1964,firewall,18B169030564,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#########,,,,,firewall-with-asset-id-11,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,default,,,,
assets,2625,"printer for 34 with Asset ID:",,34,1247,1964,1964,printer,192.168.66.224,,,,,,,192.168.66.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-15,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,default,,,,
assets,2626,"switch for 34 with Asset ID:",,34,1247,1964,1964,switch,192.168.66.33,,,,,,Live,192.168.66.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch-with-asset-id-6,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,default,,,,
assets,2627,"workstation-windows for 34 with Asset ID:",,34,1247,1964,1964,workstation-windows,C3PO,,,,,,Live,192.168.66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-60,,,,,,,,,,,,,,,,,no,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,269,default,,,,
assets,2628,"storage for 34 with Asset ID:",,34,1247,1964,1964,storage,DEATHSTAR,,,,,,,192.168.66.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storage-with-asset-id-5,,,,,,,,,,,,,,,,,Yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,270,default,,,,
assets,2629,"workstation-windows for 34 with Asset ID:",,34,1247,1964,1964,workstation-windows,"Kids VM",,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-61,,,,,,,,,,,,,,,,,N,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,271,default,,,,
assets,2630,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS_DC02,,,,,,Live,192.168.66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-31,,,,,,,,,,,,,,,,,yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,272,default,,,,
assets,2631,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-APPSVR,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-32,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,default,,,,
assets,2632,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-CYGNUS01,,,,,,Live,192.168.66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-33,,,,,,,,,,,,,,,,,Yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,274,default,,,,
assets,2633,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-DC01,,,,,,,192.168.66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-34,,,,,,,,,,,,,,,,,Yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,275,default,,,,
assets,2634,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-Host01,,,,,,Live,192.168.66.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-35,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,default,,,,
assets,2635,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-Host02,,,,,,Live,192.168.66.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-36,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,default,,,,
assets,2636,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS-UDP-REP,,,,,,Live,192.168.66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-37,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,default,,,,
assets,2637,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS2K12-NMCREP,,,,,,Live,192.168.66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-38,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,default,,,,
assets,2638,"server for 34 with Asset ID:",,34,1247,1964,1964,server,SS2K16-HOST01,,,,,,Live,,ss_admin,Jester01,,,141470622,Jester01,,,,,,,,,,,,,,,,,,,,,"Windows server 2016 Standard",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,server-with-asset-id-39,,,,,,,,,,,,,,,,,y,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,280,default,,,,
assets,2639,"laptop-windows for 34 with Asset ID:",,34,1247,1963,1963,laptop-windows,SSWIN10-004,,,,,,Live,,sslocal,@ss01#l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-5-2,,,,,,,,,,,,,,,,,yes,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,281,default,,,,
assets,2640,"workstation-windows for 34 with Asset ID:",,34,1247,1964,1964,workstation-windows,SSWIN10-005,,,,,,Live,,,,,,963395158,Jester01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-62,,,,,,,,,,,,,,,,,,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,282,default,,,,
assets,2641,"workstation-windows for 34 with Asset ID:",,34,1247,1964,1964,workstation-windows,SSWIN10-006,,,,,,Live,eddy.ss.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-63,,,,,,,,,,,,,,,,,Y,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,283,default,,,,
assets,2642,"workstation-mac for 34 with Asset ID:",,34,1247,1964,1964,workstation-mac,SSMAC13-001,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-mac-with-asset-id-7,,,,,,,,,,,,,,,,,Y,,,,,,SS.Local,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,284,default,,,,
assets,2643,"printer for 1352 with Asset ID:",,1352,1389,1986,1986,printer,192.168.0.195,,,,,,Live,192.168.0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-16,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,default,,,,
assets,2644,"printer for 1352 with Asset ID:",,1352,1389,1986,1986,printer,C11000,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,default,,,,
assets,2645,"printer for 1352 with Asset ID:",,1352,1389,1986,1986,printer,KM-C-8000,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,default,,,,
assets,2646,"server for 1352 with Asset ID:",,1352,1389,1986,1986,server,APPSVR,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-40,,,,,,,,,,,,,,,,"Server Decmoissioned, Hardware Failure",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,default,,,,
assets,2647,"printer for 1352 with Asset ID:",,1352,1389,1986,1986,printer,BRN_CBF59B,,,,,,Live,192.168.0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-19,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,default,,,,
assets,2648,"printer for 1352 with Asset ID:",,1352,1389,1986,1986,printer,BRN30055C23313C,,,,,,Live,192.168.0.152,,,admin,access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-20,,,,,,,,,,,,,,,,,Y,,,,,,N/a,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,290,default,,,,
assets,2649,"workstation-windows for 1352 with Asset ID:",,1352,1389,1986,1986,workstation-windows,BROADACRE-BUP,,,,,,Live,192.168.0.188,,,Administrator,Telescope3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-64,,,,,,,,,,,,,,,,,Y,,,,,,N/a,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,291,default,,,,
